"League"	"LID"	"CID"	"Club"	"Season"	"MostHomeGoals"	"MostAwayGoals"	"LargestMarginofVictory"	"LargestMarginofDefeat"	"LongestWinningStreak"	"LongestUnbeatenStreak"	"LongestLosingStreak"	"LongestWinlessStreak"	"LargestAttendance"	"LowestAttendance"	"AverageAttendance"	"AggregatedAttendance"
"722"	"Bundesliga"	10	132	"Bayern_Munich"	2016	8	6	8	1	7	15	1	2	75000	75000	75000	1275000
"723"	"Bundesliga"	10	11420	"RB_Leipzig"	2016	4	4	4	3	8	13	2	3	42558	35721	41454	704720
"724"	"Bundesliga"	10	124	"Borussia_Dortmund"	2000	6	4	5	4	3	8	3	3	NA	NA	NA	NA
"725"	"Bundesliga"	10	124	"Borussia_Dortmund"	2001	4	5	4	4	6	13	2	4	68900	60500	65862	1053800
"726"	"Bundesliga"	10	124	"Borussia_Dortmund"	2002	4	4	4	2	3	10	1	2	68600	65000	67737	1083800
"727"	"Bundesliga"	10	124	"Borussia_Dortmund"	2003	6	4	4	4	3	7	2	10	83000	67500	79176	1346000
"728"	"Bundesliga"	10	124	"Borussia_Dortmund"	2004	4	3	3	5	3	9	2	7	83600	72000	77917	1324600
"729"	"Bundesliga"	10	124	"Borussia_Dortmund"	2005	3	4	2	2	2	8	3	5	82000	62100	72850	1092764
"730"	"Bundesliga"	10	124	"Borussia_Dortmund"	2006	3	4	3	3	4	7	3	5	68000	67000	67500	135000
"731"	"Bundesliga"	10	124	"Borussia_Dortmund"	2007	6	3	5	5	3	3	3	5	77000	62000	69625	557000
"732"	"Bundesliga"	10	124	"Borussia_Dortmund"	2008	6	4	6	3	7	8	1	6	80552	50000	73097	1242656
"733"	"Bundesliga"	10	124	"Borussia_Dortmund"	2009	4	4	4	4	6	12	3	6	80552	64600	76656	1303156
"734"	"Bundesliga"	10	124	"Borussia_Dortmund"	2010	5	4	5	2	7	15	1	1	80720	70100	79250	1347260
"735"	"Bundesliga"	10	124	"Borussia_Dortmund"	2011	5	6	5	1	8	28	2	3	80720	78400	80521	1368860
"736"	"Bundesliga"	10	124	"Borussia_Dortmund"	2012	5	6	5	3	6	6	1	3	80645	80000	80520	1368840
"737"	"Bundesliga"	10	124	"Borussia_Dortmund"	2013	6	5	5	3	5	9	2	3	80645	77600	80297	1365050
"738"	"Bundesliga"	10	124	"Borussia_Dortmund"	2014	4	3	3	2	4	7	5	7	80667	79500	80423	1367204
"739"	"Bundesliga"	10	124	"Borussia_Dortmund"	2015	5	4	4	4	5	15	1	3	81359	79956	81177	1380023
"740"	"Bundesliga"	10	124	"Borussia_Dortmund"	2016	6	5	6	3	3	7	1	1	81360	56906	79653	1354105
"741"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2008	4	5	3	4	5	5	2	12	30150	26300	28115	477965
"742"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2009	5	4	4	4	4	5	4	7	30500	26950	29761	505950
"743"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2010	4	4	4	4	3	3	2	5	30150	28450	29858	507600
"744"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2011	4	4	4	6	2	4	3	5	30150	22500	28010	476180
"745"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2012	3	3	3	5	2	2	6	9	30150	20500	26161	444750
"746"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2013	6	5	4	4	2	5	3	4	30150	21319	26906	457411
"747"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2014	4	5	5	4	1	9	3	4	30150	22716	27183	462117
"748"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2015	3	3	2	4	2	5	2	6	30150	21092	27615	469462
"749"	"Bundesliga"	10	7911	"TSG_Hoffenheim"	2016	5	5	4	1	5	17	1	1	30150	23028	28155	478640
"750"	"Bundesliga"	10	122	"FC_Cologne"	2000	5	5	4	6	4	6	3	3	NA	NA	NA	NA
"751"	"Bundesliga"	10	122	"FC_Cologne"	2001	4	3	2	4	2	2	7	14	42000	17000	30058	511000
"752"	"Bundesliga"	10	122	"FC_Cologne"	2003	4	2	4	4	2	6	4	10	51000	33000	40047	680800
"753"	"Bundesliga"	10	122	"FC_Cologne"	2005	4	4	3	6	2	5	3	24	50500	15000	45923	597000
"754"	"Bundesliga"	10	122	"FC_Cologne"	2008	2	3	2	3	3	5	4	4	50067	45000	49021	833367
"755"	"Bundesliga"	10	122	"FC_Cologne"	2009	3	4	3	4	2	4	2	6	55500	44500	48576	825800
"756"	"Bundesliga"	10	122	"FC_Cologne"	2010	4	2	4	4	3	4	3	6	50000	43000	47752	811800
"757"	"Bundesliga"	10	122	"FC_Cologne"	2011	4	4	4	5	2	2	3	9	50000	43200	47647	810000
"758"	"Bundesliga"	10	122	"FC_Cologne"	2014	4	4	2	4	2	5	3	5	50000	42900	48329	821600
"759"	"Bundesliga"	10	122	"FC_Cologne"	2015	4	3	3	4	2	3	2	4	50000	45500	48676	827500
"760"	"Bundesliga"	10	122	"FC_Cologne"	2016	4	6	5	4	2	7	2	4	50000	47200	49570	842700
"761"	"Bundesliga"	10	129	"Hertha_Berlin"	2000	4	4	4	4	5	5	3	4	NA	NA	NA	NA
"762"	"Bundesliga"	10	129	"Hertha_Berlin"	2001	6	3	6	4	4	8	1	5	55000	20000	34020	544325
"763"	"Bundesliga"	10	129	"Hertha_Berlin"	2002	6	3	6	3	3	5	3	5	59000	28000	39564	633028
"764"	"Bundesliga"	10	129	"Hertha_Berlin"	2003	6	3	4	4	2	4	2	10	60800	27100	40919	613793
"765"	"Bundesliga"	10	129	"Hertha_Berlin"	2004	6	3	6	1	3	11	2	6	74500	31000	48363	822182
"766"	"Bundesliga"	10	129	"Hertha_Berlin"	2005	4	3	3	4	2	6	2	12	74000	30000	46894	656526
"767"	"Bundesliga"	10	129	"Hertha_Berlin"	2006	4	4	4	5	2	5	4	7	25000	25000	25000	25000
"768"	"Bundesliga"	10	129	"Hertha_Berlin"	2007	3	3	2	3	3	6	3	6	60000	30000	44798	403187
"769"	"Bundesliga"	10	129	"Hertha_Berlin"	2008	4	3	4	4	4	5	3	3	74244	31329	52306	889213
"770"	"Bundesliga"	10	129	"Hertha_Berlin"	2009	2	5	4	4	1	3	8	16	75420	26851	46680	793576
"771"	"Bundesliga"	10	129	"Hertha_Berlin"	2011	3	3	3	6	2	4	6	12	74244	36997	53448	908630
"772"	"Bundesliga"	10	129	"Hertha_Berlin"	2013	6	3	5	4	3	4	4	8	76197	37438	51889	882120
"773"	"Bundesliga"	10	129	"Hertha_Berlin"	2014	3	4	3	5	2	5	3	7	76197	34636	50184	853140
"774"	"Bundesliga"	10	129	"Hertha_Berlin"	2015	3	4	4	5	3	3	4	6	76233	35196	49704	844968
"775"	"Bundesliga"	10	129	"Hertha_Berlin"	2016	3	3	3	4	3	4	3	3	74667	31912	50267	854539
"776"	"Bundesliga"	10	126	"SC_Freiburg"	2000	5	2	5	5	2	10	3	3	NA	NA	NA	NA
"777"	"Bundesliga"	10	126	"SC_Freiburg"	2001	4	2	3	4	1	4	3	14	25000	22000	24591	393464
"778"	"Bundesliga"	10	126	"SC_Freiburg"	2003	4	2	3	6	1	5	3	6	25000	23000	24358	414100
"779"	"Bundesliga"	10	126	"SC_Freiburg"	2004	2	2	2	6	1	3	7	15	25000	19000	22541	383200
"780"	"Bundesliga"	10	126	"SC_Freiburg"	2009	3	4	4	6	2	4	4	12	24000	19300	22976	390600
"781"	"Bundesliga"	10	126	"SC_Freiburg"	2010	3	2	3	3	3	6	4	4	24500	19200	23047	391800
"782"	"Bundesliga"	10	126	"SC_Freiburg"	2011	4	3	3	7	3	10	3	5	24000	19600	22617	384500
"783"	"Bundesliga"	10	126	"SC_Freiburg"	2012	5	3	3	4	3	4	2	4	24000	21200	23276	395700
"784"	"Bundesliga"	10	126	"SC_Freiburg"	2013	4	4	3	5	2	4	3	10	24000	22000	23394	397700
"785"	"Bundesliga"	10	126	"SC_Freiburg"	2014	4	3	3	3	2	2	3	9	24000	23500	23850	405450
"786"	"Bundesliga"	10	126	"SC_Freiburg"	2016	3	3	2	4	2	4	3	3	24000	23500	23958	407300
"787"	"Bundesliga"	10	137	"Werder_Bremen"	2001	4	4	4	3	6	8	3	5	36500	22000	29967	509445
"788"	"Bundesliga"	10	137	"Werder_Bremen"	2002	5	4	3	3	4	7	5	7	40200	25785	32759	556910
"789"	"Bundesliga"	10	137	"Werder_Bremen"	2003	6	5	6	4	4	30	2	2	53500	23000	37075	630282
"790"	"Bundesliga"	10	137	"Werder_Bremen"	2004	4	6	6	2	5	5	2	4	43000	37000	40182	683109
"791"	"Bundesliga"	10	137	"Werder_Bremen"	2005	6	5	6	3	3	9	2	3	42500	35000	39340	511428
"792"	"Bundesliga"	10	137	"Werder_Bremen"	2006	3	6	6	3	6	8	3	3	NA	NA	NA	NA
"793"	"Bundesliga"	10	137	"Werder_Bremen"	2007	8	3	7	4	4	10	2	4	42100	38000	40426	282987
"794"	"Bundesliga"	10	137	"Werder_Bremen"	2008	5	5	5	4	3	3	2	4	42100	32100	39919	678637
"795"	"Bundesliga"	10	137	"Werder_Bremen"	2009	4	6	6	2	4	12	5	7	41150	32875	35810	608774
"796"	"Bundesliga"	10	137	"Werder_Bremen"	2010	4	4	3	6	2	8	2	5	40600	32000	37464	636897
"797"	"Bundesliga"	10	137	"Werder_Bremen"	2011	5	3	3	5	3	5	4	9	42100	39124	40851	694473
"798"	"Bundesliga"	10	137	"Werder_Bremen"	2012	4	4	4	5	2	3	3	13	42100	37231	40640	690895
"799"	"Bundesliga"	10	137	"Werder_Bremen"	2013	3	4	2	7	2	4	3	5	42100	37270	40656	691162
"800"	"Bundesliga"	10	137	"Werder_Bremen"	2014	4	3	4	6	5	5	3	9	42100	38900	40905	695396
"801"	"Bundesliga"	10	137	"Werder_Bremen"	2015	6	4	4	6	2	3	5	5	42100	38416	40935	695896
"802"	"Bundesliga"	10	137	"Werder_Bremen"	2016	3	5	3	6	3	11	4	6	42100	37108	40880	694974
"803"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2001	4	3	4	5	3	3	2	10	34500	25000	29773	476371
"804"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2002	4	2	3	4	2	7	3	7	34500	23200	29079	494350
"805"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2003	3	3	3	3	2	3	4	12	34500	28400	32276	548700
"806"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2004	3	2	2	6	1	4	3	4	53466	24771	47295	804016
"807"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2005	4	2	3	3	3	5	2	7	54019	35000	46832	749324
"808"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2006	3	2	2	3	1	2	4	11	52000	52000	52000	52000
"809"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2008	4	4	3	5	2	3	5	6	54067	36454	47527	807959
"810"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2009	5	3	2	5	2	5	5	5	54067	34297	46203	785467
"811"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2010	5	6	4	7	3	3	5	8	54057	35350	45183	768112
"812"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2011	5	3	5	2	4	6	2	3	54057	43224	51846	881384
"813"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2012	3	4	2	5	1	7	2	5	54010	40165	49623	843591
"814"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2013	4	2	3	2	6	6	3	9	54010	46089	52238	888062
"815"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2014	4	4	3	2	4	13	3	3	54010	37091	50659	861218
"816"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2015	5	5	5	5	6	10	5	5	54010	40511	51715	879159
"817"	"Bundesliga"	10	268	"Borussia_Monchengladbach"	2016	4	3	3	4	3	4	2	8	54014	44347	51494	875400
"818"	"Bundesliga"	10	133	"Schalke_04"	2000	4	4	4	3	3	4	1	3	NA	NA	NA	NA
"819"	"Bundesliga"	10	133	"Schalke_05"	2001	5	3	4	3	3	8	2	2	60683	60000	60377	966037
"820"	"Bundesliga"	10	133	"Schalke_06"	2002	3	3	3	3	2	8	2	6	60886	58645	60563	1029571
"821"	"Bundesliga"	10	133	"Schalke_07"	2003	4	3	3	3	2	12	3	3	63000	59775	61192	979077
"822"	"Bundesliga"	10	133	"Schalke_08"	2004	4	3	3	3	5	7	3	3	61524	60000	61247	979953
"823"	"Bundesliga"	10	133	"Schalke_09"	2005	7	2	3	3	4	10	1	5	61524	60729	61177	734132
"824"	"Bundesliga"	10	133	"Schalke_10"	2006	4	4	4	3	6	12	2	3	61482	61482	61482	61482
"825"	"Bundesliga"	10	133	"Schalke_11"	2007	5	3	5	4	3	8	3	4	61482	61000	61344	429410
"826"	"Bundesliga"	10	133	"Schalke_12"	2008	4	3	4	2	4	5	3	5	61673	60300	61307	1042220
"827"	"Bundesliga"	10	133	"Schalke_13"	2009	3	4	3	2	4	8	2	2	61673	60150	61259	1041409
"828"	"Bundesliga"	10	133	"Schalke_14"	2010	4	2	4	5	3	3	4	5	61673	60000	61248	1041220
"829"	"Bundesliga"	10	133	"Schalke_15"	2011	5	4	5	3	5	5	2	2	61673	58641	61139	1039368
"830"	"Bundesliga"	10	133	"Schalke_16"	2012	5	4	3	4	3	5	2	6	61673	59116	61076	1038293
"831"	"Bundesliga"	10	133	"Schalke_17"	2013	4	3	4	4	4	7	2	3	61973	60604	61569	1046677
"832"	"Bundesliga"	10	133	"Schalke_18"	2014	4	4	4	3	3	5	1	6	61973	60607	61577	1046822
"833"	"Bundesliga"	10	133	"Schalke_19"	2015	3	4	3	3	4	4	2	4	62271	60083	61385	1043559
"834"	"Bundesliga"	10	133	"Schalke_20"	2016	4	4	4	3	3	7	5	5	62271	58004	60703	1031953
"835"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2000	3	2	3	5	2	2	6	6	NA	NA	NA	NA
"836"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2003	3	2	3	3	2	6	5	5	55300	19000	28311	481300
"837"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2005	6	3	3	3	2	7	3	8	52000	30000	47400	474000
"838"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2006	4	4	4	4	2	4	3	8	NA	NA	NA	NA
"839"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2007	4	3	3	4	3	5	3	7	51500	43000	48625	389000
"840"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2008	4	3	4	5	2	4	3	7	51500	35600	46852	796500
"841"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2009	3	3	2	4	3	5	3	5	51500	35000	47211	802600
"842"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2010	3	4	4	4	3	6	3	9	51500	39300	47335	804700
"843"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2012	4	4	4	4	4	6	2	6	51500	27950	48044	816750
"844"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2013	3	5	3	5	2	3	3	10	51500	40500	47052	799900
"845"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2014	5	3	4	4	3	4	4	6	51500	34400	47617	809500
"846"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2015	6	4	4	4	3	3	4	8	51500	35000	46676	793500
"847"	"Bundesliga"	10	125	"Eintracht_Frankfurt"	2016	3	3	3	3	3	6	5	10	51500	43000	49176	836000
"848"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2000	4	3	4	3	4	8	3	3	NA	NA	NA	NA
"849"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2001	5	4	5	2	7	14	2	4	22500	21000	22406	358500
"850"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2002	4	3	3	3	2	3	3	7	23000	22000	22500	382500
"851"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2003	6	6	6	2	3	12	3	7	32500	20500	23192	371086
"852"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2004	5	4	4	3	2	6	2	3	22500	22000	22470	382000
"853"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2005	5	5	4	3	6	6	2	4	22500	22500	22500	315000
"854"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2006	3	3	3	3	3	5	2	4	20000	20000	20000	20000
"855"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2007	4	3	4	3	5	5	3	4	22500	20000	22222	2e+05
"856"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2008	5	4	5	3	4	6	2	4	43900	19500	27061	460050
"857"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2009	4	5	5	3	4	22	3	5	30231	26000	29220	496748
"858"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2010	4	4	3	4	5	8	1	2	30210	22421	28627	486674
"859"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2011	4	4	3	3	3	6	4	4	30210	23368	28633	486770
"860"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2012	5	4	5	3	5	8	2	2	30210	22784	28119	478039
"861"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2013	5	4	3	2	4	6	3	6	30210	25198	28452	483689
"862"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2014	5	3	4	3	7	10	2	2	30210	23081	29311	498293
"863"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2015	5	3	5	3	7	8	3	3	30210	24805	29085	494446
"864"	"Bundesliga"	10	131	"Bayer_Leverkusen"	2016	3	6	4	4	2	3	2	4	30210	24097	28427	483269
"865"	"Bundesliga"	10	3841	"FC_Augsburg"	2011	3	2	3	4	1	6	3	8	30660	29110	30220	513746
"866"	"Bundesliga"	10	3841	"FC_Augsburg"	2012	3	3	3	3	2	2	4	9	30660	25211	29078	494334
"867"	"Bundesliga"	10	3841	"FC_Augsburg"	2013	4	4	3	4	3	8	3	5	30660	27114	29295	498018
"868"	"Bundesliga"	10	3841	"FC_Augsburg"	2014	4	3	3	4	4	4	2	4	30660	27090	29163	495779
"869"	"Bundesliga"	10	3841	"FC_Augsburg"	2015	3	4	4	4	3	5	2	7	30660	27081	29017	493290
"870"	"Bundesliga"	10	3841	"FC_Augsburg"	2016	4	2	4	6	2	2	3	6	30660	24515	28172	478931
"871"	"Bundesliga"	10	127	"Hamburg_SV"	2000	5	3	5	2	2	3	4	4	NA	NA	NA	NA
"872"	"Bundesliga"	10	127	"Hamburg_SV"	2001	5	4	4	6	2	5	2	6	55000	27517	43731	743436
"873"	"Bundesliga"	10	127	"Hamburg_SV"	2002	4	3	4	3	2	15	3	3	55506	34075	45627	775666
"874"	"Bundesliga"	10	127	"Hamburg_SV"	2003	4	3	3	6	2	6	3	5	55500	41017	48635	778173
"875"	"Bundesliga"	10	127	"Hamburg_SV"	2004	4	6	6	3	4	4	2	4	59016	36487	49492	841366
"876"	"Bundesliga"	10	127	"Hamburg_SV"	2005	3	3	3	2	4	10	2	3	65800	44460	53298	906077
"877"	"Bundesliga"	10	127	"Hamburg_SV"	2006	4	3	4	3	4	7	2	12	NA	NA	NA	NA
"878"	"Bundesliga"	10	127	"Hamburg_SV"	2007	7	3	7	2	4	9	2	6	57000	50000	54777	493000
"879"	"Bundesliga"	10	127	"Hamburg_SV"	2008	3	4	2	3	3	5	2	3	57000	47942	54768	931065
"880"	"Bundesliga"	10	127	"Hamburg_SV"	2009	4	4	4	4	4	8	2	5	57000	51448	55240	939088
"881"	"Bundesliga"	10	127	"Hamburg_SV"	2010	6	3	4	6	3	3	2	5	57000	49462	54445	925579
"882"	"Bundesliga"	10	127	"Hamburg_SV"	2011	3	2	2	5	1	7	4	6	57000	45473	53635	911810
"883"	"Bundesliga"	10	127	"Hamburg_SV"	2012	3	4	3	7	2	4	3	3	57000	47127	52916	899574
"884"	"Bundesliga"	10	127	"Hamburg_SV"	2013	4	5	5	4	1	4	7	8	57000	44629	51825	881027
"885"	"Bundesliga"	10	127	"Hamburg_SV"	2014	3	3	3	8	2	2	5	9	57000	45968	53251	905278
"886"	"Bundesliga"	10	127	"Hamburg_SV"	2015	3	3	3	5	2	3	3	5	57000	46136	53699	912899
"887"	"Bundesliga"	10	127	"Hamburg_SV"	2016	2	3	3	8	2	4	5	10	57000	44445	52341	889798
"888"	"Bundesliga"	10	2950	"Mainz"	2004	5	6	5	3	2	7	7	9	43000	18700	21900	372300
"889"	"Bundesliga"	10	2950	"Mainz"	2005	5	3	4	3	2	6	5	7	22000	19100	20246	263200
"890"	"Bundesliga"	10	2950	"Mainz"	2006	4	2	3	5	3	6	4	16	20300	20300	20300	40600
"891"	"Bundesliga"	10	2950	"Mainz"	2009	3	3	3	3	2	3	3	6	23300	19000	20255	344350
"892"	"Bundesliga"	10	2950	"Mainz"	2010	4	4	3	2	7	7	3	4	20300	18900	20170	342900
"893"	"Bundesliga"	10	2950	"Mainz"	2011	4	3	4	4	2	5	3	9	34034	30173	32912	559504
"894"	"Bundesliga"	10	2950	"Mainz"	2012	3	3	3	3	2	5	3	8	34000	27175	31151	529579
"895"	"Bundesliga"	10	2950	"Mainz"	2013	3	4	3	3	3	5	4	6	34000	25187	30983	526722
"896"	"Bundesliga"	10	2950	"Mainz"	2014	5	3	5	3	2	8	2	9	34000	26756	30965	526410
"897"	"Bundesliga"	10	2950	"Mainz"	2015	4	3	3	3	3	5	2	3	34000	26331	31053	527901
"898"	"Bundesliga"	10	2950	"Mainz"	2016	4	3	2	4	2	3	5	6	34000	23371	29095	494627
"899"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2000	6	3	6	2	2	3	2	5	NA	NA	NA	NA
"900"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2001	5	4	5	4	2	5	2	7	20400	10612	14669	234706
"901"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2002	3	2	2	2	2	5	2	5	30000	11612	19418	330117
"902"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2003	5	3	4	4	3	3	4	6	30000	13821	23047	391803
"903"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2004	5	2	5	4	5	5	4	4	30000	16378	23687	402684
"904"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2005	2	4	2	5	2	3	4	10	30000	13996	22067	375145
"905"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2006	3	2	2	2	3	4	4	7	NA	NA	NA	NA
"906"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2007	4	4	4	2	4	6	3	5	30000	18000	24125	193000
"907"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2008	5	5	5	3	10	11	1	1	30300	22000	27181	434896
"908"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2009	4	4	4	4	4	7	3	10	30000	23000	28948	492128
"909"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2010	4	3	3	3	3	8	4	5	30000	24512	28909	491454
"910"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2011	4	4	3	4	4	5	3	3	30000	23057	27614	469446
"911"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2012	3	5	3	4	2	7	4	7	30000	22257	26646	452992
"912"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2013	4	3	4	5	4	8	2	3	30000	23520	28022	476374
"913"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2014	4	5	4	1	6	11	1	2	30000	25000	28156	478653
"914"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2015	6	4	6	4	3	5	3	7	30000	26422	28945	492067
"915"	"Bundesliga"	10	138	"Vfl_Wolfsburg"	2016	3	3	3	6	3	3	3	8	30000	23148	27586	468962
"916"	"Bundesliga"	10	6367	"FC_Ingolstadt_04"	2015	3	2	3	4	2	3	3	5	15617	13500	14836	252215
"917"	"Bundesliga"	10	6367	"FC_Ingolstadt_05"	2016	3	3	2	3	3	3	6	10	15200	13521	14600	248209
"918"	"Bundesliga"	10	3812	"SV_Darmstadt_98"	2015	2	2	2	4	2	6	2	4	17000	14800	16647	283000
"919"	"Bundesliga"	10	3812	"SV_Darmstadt_99"	2016	3	2	3	6	3	3	8	11	17400	15000	16794	285500
"920"	"EPL"	23	363	"Chelsea"	2001	5	3	4	3	3	7	1	3	41725	33504	39030	741579
"921"	"EPL"	23	363	"Chelsea"	2002	5	3	5	2	4	10	2	3	41911	35237	39784	755896
"922"	"EPL"	23	363	"Chelsea"	2003	5	5	5	2	5	7	1	4	41932	40491	41234	783451
"923"	"EPL"	23	363	"Chelsea"	2004	4	4	4	1	4	32	1	1	42328	40864	41870	795534
"924"	"EPL"	23	363	"Chelsea"	2005	5	4	4	3	6	17	2	2	42321	40652	41901	796131
"925"	"EPL"	23	363	"Chelsea"	2006	4	4	4	2	9	13	1	1	41953	38000	41541	789294
"926"	"EPL"	23	363	"Chelsea"	2007	6	4	6	2	5	24	1	3	41837	39447	41397	786549
"927"	"EPL"	23	363	"Chelsea"	2008	5	5	5	3	5	8	1	2	43417	40280	41588	790172
"928"	"EPL"	23	363	"Chelsea"	2009	8	5	8	2	6	10	1	1	41836	40137	41422	787029
"929"	"EPL"	23	363	"Chelsea"	2010	6	6	6	3	5	10	2	6	41829	40734	41435	787271
"930"	"EPL"	23	363	"Chelsea"	2011	6	5	5	3	3	6	2	4	41830	40651	41478	788089
"931"	"EPL"	23	363	"Chelsea"	2012	8	4	8	2	4	8	1	7	41794	38484	41462	787786
"932"	"EPL"	23	363	"Chelsea"	2013	6	4	6	2	5	14	1	2	41623	41111	41481	788153
"933"	"EPL"	23	363	"Chelsea"	2014	4	6	5	3	4	15	1	2	41629	41098	41546	789376
"934"	"EPL"	23	363	"Chelsea"	2015	5	4	4	3	3	15	3	3	41642	40945	41500	788506
"935"	"EPL"	23	363	"Chelsea"	2016	5	3	5	3	13	13	2	3	41622	41168	41507	788645
"936"	"EPL"	23	367	"Tottenham_Hotspur"	2001	4	2	4	4	3	5	2	4	36083	29602	35000	665015
"937"	"EPL"	23	367	"Tottenham_Hotspur"	2002	4	3	3	4	3	6	3	7	36084	34704	35897	682049
"938"	"EPL"	23	367	"Tottenham_Hotspur"	2003	5	4	3	4	3	3	4	9	36137	30016	34876	662645
"939"	"EPL"	23	367	"Tottenham_Hotspur"	2004	5	2	4	3	5	8	6	6	36105	35105	35872	681585
"940"	"EPL"	23	367	"Tottenham_Hotspur"	2005	3	3	2	2	3	9	1	4	36247	35427	36073	685399
"941"	"EPL"	23	367	"Tottenham_Hotspur"	2006	5	4	4	4	5	6	2	6	36170	34154	35739	679043
"942"	"EPL"	23	367	"Tottenham_Hotspur"	2007	6	3	4	3	2	5	2	8	36178	35504	35966	683370
"943"	"EPL"	23	367	"Tottenham_Hotspur"	2008	4	4	4	3	2	6	3	8	36183	35507	35928	682646
"944"	"EPL"	23	367	"Tottenham_Hotspur"	2009	9	5	8	3	5	5	2	3	36041	35318	35794	680091
"945"	"EPL"	23	367	"Tottenham_Hotspur"	2010	4	3	2	2	3	9	2	5	36197	32702	35703	678368
"946"	"EPL"	23	367	"Tottenham_Hotspur"	2011	5	4	5	4	6	11	3	3	36274	35172	36026	684501
"947"	"EPL"	23	367	"Tottenham_Hotspur"	2012	3	4	4	3	4	12	3	3	36244	35534	36029	684566
"948"	"EPL"	23	367	"Tottenham_Hotspur"	2013	5	4	4	6	4	6	2	3	36102	34410	35808	680360
"949"	"EPL"	23	367	"Tottenham_Hotspur"	2014	5	3	4	3	3	6	2	3	36130	34008	35727	678824
"950"	"EPL"	23	367	"Tottenham_Hotspur"	2015	4	5	4	4	6	12	2	4	36084	34882	35775	679741
"951"	"EPL"	23	367	"Tottenham_Hotspur"	2016	5	7	6	2	9	12	1	1	31962	31211	31639	601143
"952"	"EPL"	23	382	"Manchester_City"	2002	4	3	3	5	3	4	3	6	35131	33260	34564	656730
