"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"omega[1]",0.25156161,0.251666,0.252291726821685,11000,0.95,0.242146,0.261284,NA,NA,NA,NA,NA,NA,NA
"omega[2]",0.248506101909091,0.248633,0.249335472878971,11000,0.95,0.237864,0.258274,NA,NA,NA,NA,NA,NA,NA
"omega[3]",0.255114322818182,0.255198,0.254848658381259,10341.4,0.95,0.243954,0.265073,NA,NA,NA,NA,NA,NA,NA
"omega[4]",0.237115194545455,0.2371815,0.237392286332525,11000,0.95,0.226934,0.2476,NA,NA,NA,NA,NA,NA,NA
"omega[5]",0.256506472,0.2566155,0.256957043406959,11000,0.95,0.245647,0.267385,NA,NA,NA,NA,NA,NA,NA
"omega[6]",0.248638198090909,0.2487545,0.248887347023615,10305.7,0.95,0.239176,0.258444,NA,NA,NA,NA,NA,NA,NA
"omega[7]",0.121932223918182,0.122028,0.12281652600089,4569.4,0.95,0.109196,0.134569,NA,NA,NA,NA,NA,NA,NA
"omega[8]",0.258966972,0.259061,0.259451108476391,10508.2,0.95,0.249475,0.268363,NA,NA,NA,NA,NA,NA,NA
"omega[9]",0.246672499181818,0.246724,0.246603565073728,10646.3,0.95,0.234998,0.256988,NA,NA,NA,NA,NA,NA,NA
"omegaO",0.226557796381818,0.2274495,0.228409274930988,10703.3,0.95,0.178979,0.269504,NA,NA,NA,NA,NA,NA,NA
"kappa[1]",240.448963454545,231.3355,210.055773481443,10432.3,0.95,121.665,377.271,NA,NA,NA,NA,NA,NA,NA
"kappa[2]",259.7544725,246.7965,224.43745446891,9938.1,0.95,118.789,422.138,NA,NA,NA,NA,NA,NA,NA
"kappa[3]",212.750980109091,201.918,190.814888770798,10165.3,0.95,101.94,350.008,NA,NA,NA,NA,NA,NA,NA
"kappa[4]",171.7349481,165.7415,151.709090226565,9302.6,0.95,91.6935,266.562,NA,NA,NA,NA,NA,NA,NA
"kappa[5]",240.020384918182,228.3865,204.814932476803,11241.8,0.95,111.909,397.41,NA,NA,NA,NA,NA,NA,NA
"kappa[6]",217.359910654545,207.8345,192.117890752745,9961.9,0.95,114.598,343.26,NA,NA,NA,NA,NA,NA,NA
"kappa[7]",105.358207990909,96.1755,81.66183243463,2274.6,0.95,42.6053,190.915,NA,NA,NA,NA,NA,NA,NA
"kappa[8]",400.108844772727,380.3705,340.193687314288,10281.8,0.95,183.228,674.394,NA,NA,NA,NA,NA,NA,NA
"kappa[9]",243.204783245455,230.033,216.17120859425,10081.6,0.95,105.731,413.043,NA,NA,NA,NA,NA,NA,NA
"kappaO",61.0753091445455,56.01315,41.2263845084758,10535.1,0.95,10.9911,124.109,NA,NA,NA,NA,NA,NA,NA
"theta[1]",0.131282999636364,0.1292135,0.127806636589673,11000,0.95,0.0668168,0.199811,NA,NA,NA,NA,NA,NA,NA
"theta[2]",0.246529170909091,0.2459275,0.243959193256455,11000,0.95,0.206066,0.288576,NA,NA,NA,NA,NA,NA,NA
"theta[3]",0.252225472090909,0.251972,0.25305334412921,11439.9,0.95,0.205186,0.301334,NA,NA,NA,NA,NA,NA,NA
"theta[4]",0.232914296636364,0.23276,0.233527441450378,11000,0.95,0.20502,0.262394,NA,NA,NA,NA,NA,NA,NA
"theta[5]",0.251196207909091,0.2508745,0.250929497493508,11000,0.95,0.203264,0.299743,NA,NA,NA,NA,NA,NA,NA
"theta[6]",0.128596633881818,0.1260925,0.117490792698624,11000,0.95,0.0633417,0.196994,NA,NA,NA,NA,NA,NA,NA
"theta[7]",0.128189752627273,0.124857,0.11981333791904,9718.5,0.95,0.0616719,0.199566,NA,NA,NA,NA,NA,NA,NA
"theta[8]",0.241168133454545,0.241003,0.245653739302858,11000,0.95,0.186053,0.295821,NA,NA,NA,NA,NA,NA,NA
"theta[9]",0.267162487,0.2668945,0.265574407980892,11000,0.95,0.236223,0.298162,NA,NA,NA,NA,NA,NA,NA
"theta[10]",0.278056331181818,0.2777645,0.278349459773629,11000,0.95,0.247912,0.309684,NA,NA,NA,NA,NA,NA,NA
"theta[11]",0.128838673581818,0.1266565,0.126328351509494,10271.8,0.95,0.0650197,0.200568,NA,NA,NA,NA,NA,NA,NA
"theta[12]",0.247964949272727,0.2477615,0.247005442077008,11370.5,0.95,0.215342,0.27838,NA,NA,NA,NA,NA,NA,NA
"theta[13]",0.244980324,0.244849,0.246177027795134,11000,0.95,0.208306,0.281789,NA,NA,NA,NA,NA,NA,NA
"theta[14]",0.241049579272727,0.239989,0.237875041588256,11000,0.95,0.178481,0.308312,NA,NA,NA,NA,NA,NA,NA
"theta[15]",0.246780100727273,0.246413,0.247411009205963,11000,0.95,0.186049,0.305472,NA,NA,NA,NA,NA,NA,NA
"theta[16]",0.226759854454545,0.226602,0.224897791910902,11000,0.95,0.193579,0.260957,NA,NA,NA,NA,NA,NA,NA
"theta[17]",0.275948240090909,0.275528,0.275251214972003,11000,0.95,0.245844,0.30617,NA,NA,NA,NA,NA,NA,NA
"theta[18]",0.246141374454545,0.246074,0.246344538475576,11000,0.95,0.202838,0.290988,NA,NA,NA,NA,NA,NA,NA
"theta[19]",0.276493921272727,0.2760975,0.274355867113978,12673.4,0.95,0.247443,0.306837,NA,NA,NA,NA,NA,NA,NA
"theta[20]",0.125784763281818,0.123419,0.116831258530566,11000,0.95,0.0610542,0.193034,NA,NA,NA,NA,NA,NA,NA
"theta[21]",0.235835228272727,0.2356155,0.232355381127024,11000,0.95,0.199698,0.272862,NA,NA,NA,NA,NA,NA,NA
"theta[22]",0.265160783818182,0.2648365,0.265641284501703,11000,0.95,0.228389,0.305052,NA,NA,NA,NA,NA,NA,NA
"theta[23]",0.127006128472727,0.12475,0.116062415628382,10242.8,0.95,0.0618358,0.196952,NA,NA,NA,NA,NA,NA,NA
"theta[24]",0.135319269627273,0.1338665,0.129775604744292,11000,0.95,0.0851522,0.191442,NA,NA,NA,NA,NA,NA,NA
"theta[25]",0.242254221636364,0.2420085,0.242741145402067,10641.1,0.95,0.193588,0.292574,NA,NA,NA,NA,NA,NA,NA
"theta[26]",0.242034938181818,0.241803,0.237879666780062,11000,0.95,0.206885,0.278773,NA,NA,NA,NA,NA,NA,NA
"theta[27]",0.136121621936364,0.133716,0.126449409971136,11000,0.95,0.0703592,0.205523,NA,NA,NA,NA,NA,NA,NA
"theta[28]",0.249599251272727,0.249413,0.248637805333497,11213.9,0.95,0.219151,0.281567,NA,NA,NA,NA,NA,NA,NA
"theta[29]",0.129236657272727,0.126905,0.125945428789184,11000,0.95,0.0638604,0.200795,NA,NA,NA,NA,NA,NA,NA
"theta[30]",0.277670316818182,0.2773325,0.277273075855435,11000,0.95,0.245291,0.309867,NA,NA,NA,NA,NA,NA,NA
"theta[31]",0.128297330609091,0.125434,0.124343243305148,11000,0.95,0.0645393,0.201032,NA,NA,NA,NA,NA,NA,NA
"theta[32]",0.123419107245455,0.122136,0.119448013430157,9785.2,0.95,0.0747888,0.174565,NA,NA,NA,NA,NA,NA,NA
"theta[33]",0.253280333272727,0.253204,0.253369016349628,11000,0.95,0.216772,0.29042,NA,NA,NA,NA,NA,NA,NA
"theta[34]",0.239359141636364,0.2390395,0.24031100683968,12468.5,0.95,0.197518,0.285217,NA,NA,NA,NA,NA,NA,NA
"theta[35]",0.129217712763636,0.1269305,0.123503231122365,11000,0.95,0.0622115,0.198085,NA,NA,NA,NA,NA,NA,NA
"theta[36]",0.217925880727273,0.2176745,0.216528963870065,11000,0.95,0.181902,0.255858,NA,NA,NA,NA,NA,NA,NA
"theta[37]",0.127233668109091,0.124663,0.117421037777867,11000,0.95,0.0619062,0.19563,NA,NA,NA,NA,NA,NA,NA
"theta[38]",0.23567779,0.2355765,0.236563173991214,11000,0.95,0.203663,0.266871,NA,NA,NA,NA,NA,NA,NA
"theta[39]",0.241943200909091,0.241831,0.241112483282435,11000,0.95,0.193081,0.287359,NA,NA,NA,NA,NA,NA,NA
"theta[40]",0.252694585636364,0.2523395,0.252313204370631,11000,0.95,0.223451,0.284092,NA,NA,NA,NA,NA,NA,NA
"theta[41]",0.218053375818182,0.218589,0.221250748363659,11000,0.95,0.169475,0.267766,NA,NA,NA,NA,NA,NA,NA
"theta[42]",0.236941826818182,0.236666,0.235525570088642,11000,0.95,0.193933,0.285544,NA,NA,NA,NA,NA,NA,NA
"theta[43]",0.129838343645455,0.1277675,0.123202982635289,11000,0.95,0.0725173,0.190804,NA,NA,NA,NA,NA,NA,NA
"theta[44]",0.122076268409091,0.1202375,0.115777987626898,10686.7,0.95,0.0620142,0.189251,NA,NA,NA,NA,NA,NA,NA
"theta[45]",0.124323916890909,0.1222945,0.122945483176478,10376.5,0.95,0.0595572,0.189485,NA,NA,NA,NA,NA,NA,NA
"theta[46]",0.251425410363636,0.251215,0.249018967246327,11000,0.95,0.219882,0.28419,NA,NA,NA,NA,NA,NA,NA
"theta[47]",0.260930857545455,0.2603365,0.257483621734107,11000,0.95,0.224577,0.297992,NA,NA,NA,NA,NA,NA,NA
"theta[48]",0.209948905636364,0.2101605,0.211524588973074,11000,0.95,0.168311,0.251539,NA,NA,NA,NA,NA,NA,NA
"theta[49]",0.142446201990909,0.140131,0.13840733352143,11000,0.95,0.0812902,0.207366,NA,NA,NA,NA,NA,NA,NA
"theta[50]",0.126842423154545,0.1244035,0.119130494279825,10618.4,0.95,0.0629975,0.196737,NA,NA,NA,NA,NA,NA,NA
"theta[51]",0.115594118554545,0.114169,0.109709347121346,10485.4,0.95,0.0580882,0.17749,NA,NA,NA,NA,NA,NA,NA
"theta[52]",0.239668544545455,0.239387,0.235720213149226,11000,0.95,0.209139,0.269545,NA,NA,NA,NA,NA,NA,NA
"theta[53]",0.124403374072727,0.1226735,0.116539403457737,10364.7,0.95,0.0698349,0.182493,NA,NA,NA,NA,NA,NA,NA
"theta[54]",0.125559230927273,0.123405,0.120467483727106,11000,0.95,0.0596447,0.191827,NA,NA,NA,NA,NA,NA,NA
"theta[55]",0.240423522272727,0.240397,0.23886613254811,11000,0.95,0.185249,0.294093,NA,NA,NA,NA,NA,NA,NA
"theta[56]",0.128931379090909,0.126526,0.120209053367965,11000,0.95,0.0628248,0.197846,NA,NA,NA,NA,NA,NA,NA
"theta[57]",0.267249740363636,0.266848,0.262623173659889,11365.3,0.95,0.233139,0.302092,NA,NA,NA,NA,NA,NA,NA
"theta[58]",0.265270924181818,0.265199,0.264998385344626,11000,0.95,0.235884,0.293026,NA,NA,NA,NA,NA,NA,NA
"theta[59]",0.305108267818182,0.304991,0.306170440639393,11000,0.95,0.272927,0.337746,NA,NA,NA,NA,NA,NA,NA
"theta[60]",0.128477848854545,0.1259895,0.12268741939808,11000,0.95,0.0590714,0.197365,NA,NA,NA,NA,NA,NA,NA
"theta[61]",0.123404657563636,0.1213305,0.11720134897323,11000,0.95,0.0601493,0.190302,NA,NA,NA,NA,NA,NA,NA
"theta[62]",0.255337707727273,0.254665,0.25447135374642,11000,0.95,0.207299,0.30486,NA,NA,NA,NA,NA,NA,NA
"theta[63]",0.271718202636364,0.271339,0.271855020822005,11000,0.95,0.230812,0.31478,NA,NA,NA,NA,NA,NA,NA
"theta[64]",0.254730593454545,0.254317,0.25324030075725,11000,0.95,0.215722,0.292889,NA,NA,NA,NA,NA,NA,NA
"theta[65]",0.240408716090909,0.2402375,0.24099240588214,11317.8,0.95,0.200172,0.278926,NA,NA,NA,NA,NA,NA,NA
"theta[66]",0.259949098818182,0.2597645,0.257457556716917,11000,0.95,0.222218,0.296536,NA,NA,NA,NA,NA,NA,NA
"theta[67]",0.234566758181818,0.234719,0.23644101061325,10517.9,0.95,0.184237,0.282384,NA,NA,NA,NA,NA,NA,NA
"theta[68]",0.149008373309091,0.146726,0.14237857584406,10317.8,0.95,0.0912085,0.210858,NA,NA,NA,NA,NA,NA,NA
"theta[69]",0.247167113636364,0.2471715,0.247443092214458,11000,0.95,0.205898,0.289518,NA,NA,NA,NA,NA,NA,NA
"theta[70]",0.127030277263636,0.124406,0.116323688983771,11000,0.95,0.0627277,0.197247,NA,NA,NA,NA,NA,NA,NA
"theta[71]",0.127921719209091,0.1256065,0.123991684595675,9671,0.95,0.0611595,0.194751,NA,NA,NA,NA,NA,NA,NA
"theta[72]",0.265668572545455,0.265191,0.26525233863795,11000,0.95,0.226337,0.307,NA,NA,NA,NA,NA,NA,NA
"theta[73]",0.252355458545455,0.25236,0.252742753528642,11000,0.95,0.222149,0.283573,NA,NA,NA,NA,NA,NA,NA
"theta[74]",0.225385785454545,0.2250085,0.226561620768466,11130.1,0.95,0.168315,0.279611,NA,NA,NA,NA,NA,NA,NA
"theta[75]",0.252506871909091,0.2518725,0.250241117088226,11412.9,0.95,0.193624,0.308841,NA,NA,NA,NA,NA,NA,NA
"theta[76]",0.109044176318182,0.107623,0.105315396274998,9901.2,0.95,0.0611931,0.162129,NA,NA,NA,NA,NA,NA,NA
"theta[77]",0.279964475909091,0.279468,0.277342503227875,11000,0.95,0.240292,0.316586,NA,NA,NA,NA,NA,NA,NA
"theta[78]",0.242925309636364,0.2431285,0.247660127963789,11000,0.95,0.184316,0.297629,NA,NA,NA,NA,NA,NA,NA
"theta[79]",0.249422645,0.249294,0.247298769115026,11239.3,0.95,0.220568,0.279602,NA,NA,NA,NA,NA,NA,NA
"theta[80]",0.232471324,0.232477,0.232126641225099,11000,0.95,0.201057,0.264808,NA,NA,NA,NA,NA,NA,NA
"theta[81]",0.258647196272727,0.2584035,0.253606070567412,11000,0.95,0.220137,0.298931,NA,NA,NA,NA,NA,NA,NA
"theta[82]",0.238470349909091,0.2378795,0.238432058159974,11000,0.95,0.175653,0.303778,NA,NA,NA,NA,NA,NA,NA
"theta[83]",0.259029657909091,0.2586305,0.262995209037931,10845.1,0.95,0.207885,0.311697,NA,NA,NA,NA,NA,NA,NA
"theta[84]",0.242322202545455,0.241944,0.241700263173962,11000,0.95,0.199315,0.284704,NA,NA,NA,NA,NA,NA,NA
"theta[85]",0.269839943363636,0.26987,0.271602218831435,11000,0.95,0.24089,0.300161,NA,NA,NA,NA,NA,NA,NA
"theta[86]",0.127094354790909,0.1248755,0.120679563346871,10569.3,0.95,0.0611383,0.193851,NA,NA,NA,NA,NA,NA,NA
"theta[87]",0.128544806627273,0.126262,0.119235999294732,11000,0.95,0.0615132,0.197338,NA,NA,NA,NA,NA,NA,NA
"theta[88]",0.279189099363636,0.278891,0.279599020076528,11000,0.95,0.246851,0.310597,NA,NA,NA,NA,NA,NA,NA
"theta[89]",0.258965099454545,0.2580355,0.25672540359228,11000,0.95,0.206454,0.313328,NA,NA,NA,NA,NA,NA,NA
"theta[90]",0.301184037727273,0.3010435,0.303056189069133,11299.1,0.95,0.27082,0.333446,NA,NA,NA,NA,NA,NA,NA
"theta[91]",0.126230910836364,0.123852,0.117781294798507,11000,0.95,0.0612294,0.193981,NA,NA,NA,NA,NA,NA,NA
"theta[92]",0.235298165727273,0.2356415,0.237577362784748,11000,0.95,0.17718,0.287025,NA,NA,NA,NA,NA,NA,NA
"theta[93]",0.127128683945455,0.124662,0.122735203886696,11000,0.95,0.0616207,0.198558,NA,NA,NA,NA,NA,NA,NA
"theta[94]",0.254115466,0.2539345,0.252562495082563,11000,0.95,0.214258,0.293368,NA,NA,NA,NA,NA,NA,NA
"theta[95]",0.245735415363636,0.2454615,0.241917635245363,11000,0.95,0.191388,0.302837,NA,NA,NA,NA,NA,NA,NA
"theta[96]",0.252179554636364,0.2521165,0.252941894454391,11475.8,0.95,0.21581,0.289256,NA,NA,NA,NA,NA,NA,NA
"theta[97]",0.129345695836364,0.1265955,0.123402598921115,10760,0.95,0.0609298,0.196747,NA,NA,NA,NA,NA,NA,NA
"theta[98]",0.255424821,0.2552895,0.257146148436583,11000,0.95,0.22783,0.283951,NA,NA,NA,NA,NA,NA,NA
"theta[99]",0.127709088127273,0.1253465,0.124224929004266,11000,0.95,0.0622843,0.196405,NA,NA,NA,NA,NA,NA,NA
"theta[100]",0.208165377454545,0.20809,0.209615726527014,11000,0.95,0.172783,0.244443,NA,NA,NA,NA,NA,NA,NA
"theta[101]",0.241803661,0.2415425,0.240923097727614,11000,0.95,0.192387,0.292234,NA,NA,NA,NA,NA,NA,NA
"theta[102]",0.0955576960090909,0.09481,0.0951259951180496,9399.6,0.95,0.0501496,0.143294,NA,NA,NA,NA,NA,NA,NA
"theta[103]",0.143167008690909,0.141346,0.136305504082273,11000,0.95,0.0928339,0.201146,NA,NA,NA,NA,NA,NA,NA
"theta[104]",0.103672141036364,0.102558,0.0992255548834422,10307.1,0.95,0.0571187,0.153322,NA,NA,NA,NA,NA,NA,NA
"theta[105]",0.128635920936364,0.1267685,0.127984148546691,11000,0.95,0.063088,0.199168,NA,NA,NA,NA,NA,NA,NA
"theta[106]",0.237529453090909,0.2372815,0.235491590801527,10682.4,0.95,0.192245,0.279744,NA,NA,NA,NA,NA,NA,NA
"theta[107]",0.246669311454545,0.246532,0.246916961470681,11000,0.95,0.188902,0.305804,NA,NA,NA,NA,NA,NA,NA
"theta[108]",0.223304430545455,0.22281,0.225330000326823,11000,0.95,0.174474,0.273352,NA,NA,NA,NA,NA,NA,NA
"theta[109]",0.296327185272727,0.2961275,0.298293572915401,10533.5,0.95,0.26557,0.329075,NA,NA,NA,NA,NA,NA,NA
"theta[110]",0.239840665454545,0.2396645,0.238274234287394,11000,0.95,0.195687,0.284953,NA,NA,NA,NA,NA,NA,NA
"theta[111]",0.264189222545455,0.2638645,0.262906396499041,11000,0.95,0.233235,0.294818,NA,NA,NA,NA,NA,NA,NA
"theta[112]",0.129028584118182,0.1270215,0.125427408459315,10641,0.95,0.0633981,0.200564,NA,NA,NA,NA,NA,NA,NA
"theta[113]",0.247286388454545,0.2470245,0.242858676790364,11000,0.95,0.214249,0.282468,NA,NA,NA,NA,NA,NA,NA
"theta[114]",0.316323844818182,0.315654,0.313875285019356,11000,0.95,0.281001,0.354168,NA,NA,NA,NA,NA,NA,NA
"theta[115]",0.311884090181818,0.3114845,0.307638252305367,10605.8,0.95,0.27974,0.344309,NA,NA,NA,NA,NA,NA,NA
"theta[116]",0.125840665327273,0.124621,0.123549992012804,11000,0.95,0.077025,0.177282,NA,NA,NA,NA,NA,NA,NA
"theta[117]",0.262373677454545,0.261771,0.258786946195896,11000,0.95,0.222208,0.303656,NA,NA,NA,NA,NA,NA,NA
"theta[118]",0.149666457518182,0.1475455,0.14260954384525,11000,0.95,0.0971473,0.204134,NA,NA,NA,NA,NA,NA,NA
"theta[119]",0.227072809272727,0.2270955,0.228628078995602,11000,0.95,0.184608,0.271622,NA,NA,NA,NA,NA,NA,NA
"theta[120]",0.255238143909091,0.2551635,0.254103649704471,11000,0.95,0.211879,0.301477,NA,NA,NA,NA,NA,NA,NA
"theta[121]",0.253328555272727,0.2533405,0.254040523553511,11000,0.95,0.220505,0.286954,NA,NA,NA,NA,NA,NA,NA
"theta[122]",0.261100901090909,0.260602,0.258504770344476,11000,0.95,0.22082,0.307107,NA,NA,NA,NA,NA,NA,NA
"theta[123]",0.294745474,0.2945095,0.29392699518305,11000,0.95,0.26259,0.32491,NA,NA,NA,NA,NA,NA,NA
"theta[124]",0.256543143,0.2556875,0.250520556565868,11000,0.95,0.207663,0.307385,NA,NA,NA,NA,NA,NA,NA
"theta[125]",0.116393137954545,0.115155,0.11275948510039,10011.7,0.95,0.0663605,0.167724,NA,NA,NA,NA,NA,NA,NA
"theta[126]",0.237241371272727,0.237012,0.236420654874105,11325.3,0.95,0.189103,0.288236,NA,NA,NA,NA,NA,NA,NA
"theta[127]",0.237870096818182,0.23688,0.235420305858667,11000,0.95,0.176103,0.300693,NA,NA,NA,NA,NA,NA,NA
"theta[128]",0.234624411636364,0.234293,0.233190264047486,10657.2,0.95,0.193269,0.279672,NA,NA,NA,NA,NA,NA,NA
"theta[129]",0.1324276162,0.1299255,0.126660857577165,11000,0.95,0.0675169,0.201009,NA,NA,NA,NA,NA,NA,NA
"theta[130]",0.1377362239,0.134856,0.131960745380045,10455.9,0.95,0.0722404,0.2114,NA,NA,NA,NA,NA,NA,NA
"theta[131]",0.276397276909091,0.276226,0.279973117797702,10888.1,0.95,0.239243,0.316698,NA,NA,NA,NA,NA,NA,NA
"theta[132]",0.128918135881818,0.126809,0.128028044304704,10593.4,0.95,0.063238,0.197817,NA,NA,NA,NA,NA,NA,NA
"theta[133]",0.259839318181818,0.259547,0.263555527469602,11000,0.95,0.21301,0.3041,NA,NA,NA,NA,NA,NA,NA
"theta[134]",0.256452477363636,0.2560845,0.256604903761315,10810.3,0.95,0.198598,0.31723,NA,NA,NA,NA,NA,NA,NA
"theta[135]",0.262055629545455,0.2618095,0.261733429609998,11000,0.95,0.230565,0.294771,NA,NA,NA,NA,NA,NA,NA
"theta[136]",0.245317539727273,0.2448005,0.244490808086921,10719.4,0.95,0.196667,0.299444,NA,NA,NA,NA,NA,NA,NA
"theta[137]",0.246458873818182,0.246438,0.249763151173159,11000,0.95,0.204686,0.285205,NA,NA,NA,NA,NA,NA,NA
"theta[138]",0.1312279473,0.1289105,0.126221374420249,10621,0.95,0.0663746,0.199345,NA,NA,NA,NA,NA,NA,NA
"theta[139]",0.245465835545455,0.245275,0.246710869131053,11000,0.95,0.209643,0.281458,NA,NA,NA,NA,NA,NA,NA
"theta[140]",0.136701819472727,0.1339075,0.12846089984131,11000,0.95,0.0685299,0.206117,NA,NA,NA,NA,NA,NA,NA
"theta[141]",0.243232451272727,0.242885,0.240407965498786,11000,0.95,0.186332,0.29976,NA,NA,NA,NA,NA,NA,NA
"theta[142]",0.252979590363636,0.2526625,0.251085802609753,11000,0.95,0.206102,0.299425,NA,NA,NA,NA,NA,NA,NA
"theta[143]",0.250426294636364,0.2499225,0.249529520274795,11000,0.95,0.209133,0.291786,NA,NA,NA,NA,NA,NA,NA
"theta[144]",0.274451109545455,0.274251,0.273359309685932,11000,0.95,0.24559,0.304505,NA,NA,NA,NA,NA,NA,NA
"theta[145]",0.1276857611,0.125172,0.122138435267906,10410.6,0.95,0.0626169,0.196272,NA,NA,NA,NA,NA,NA,NA
"theta[146]",0.253898890818182,0.253404,0.250471062799388,11000,0.95,0.212507,0.296722,NA,NA,NA,NA,NA,NA,NA
"theta[147]",0.128563288309091,0.12617,0.125202238431693,10278.7,0.95,0.0630641,0.200966,NA,NA,NA,NA,NA,NA,NA
"theta[148]",0.238835239818182,0.237588,0.234257087350974,10396.3,0.95,0.174458,0.307905,NA,NA,NA,NA,NA,NA,NA
"theta[149]",0.279558200818182,0.279131,0.277185555455374,11000,0.95,0.245685,0.31263,NA,NA,NA,NA,NA,NA,NA
"theta[150]",0.162551857145455,0.1590365,0.15426901705426,8287.6,0.95,0.0955571,0.232741,NA,NA,NA,NA,NA,NA,NA
"theta[151]",0.252155253636364,0.2517395,0.249736464081385,11000,0.95,0.199932,0.30364,NA,NA,NA,NA,NA,NA,NA
"theta[152]",0.147224387518182,0.144607,0.137953490869586,10290.5,0.95,0.0803176,0.214924,NA,NA,NA,NA,NA,NA,NA
"theta[153]",0.230152378090909,0.2298825,0.226498900077717,11000,0.95,0.186985,0.274331,NA,NA,NA,NA,NA,NA,NA
"theta[154]",0.271219903545455,0.270967,0.273895927715685,11000,0.95,0.233112,0.312404,NA,NA,NA,NA,NA,NA,NA
"theta[155]",0.126545738118182,0.1239815,0.122602183166072,10660.8,0.95,0.0592304,0.193582,NA,NA,NA,NA,NA,NA,NA
"theta[156]",0.133105061245455,0.1302925,0.122057233467832,10623,0.95,0.0626677,0.19925,NA,NA,NA,NA,NA,NA,NA
"theta[157]",0.126013649327273,0.123707,0.122890891885271,10402.3,0.95,0.0621988,0.194373,NA,NA,NA,NA,NA,NA,NA
"theta[158]",0.261518940545455,0.2611885,0.255619494468598,11000,0.95,0.214192,0.307965,NA,NA,NA,NA,NA,NA,NA
"theta[159]",0.274070326181818,0.273701,0.272786407766305,11000,0.95,0.246569,0.303865,NA,NA,NA,NA,NA,NA,NA
"theta[160]",0.224285978181818,0.224089,0.221987557489283,11321,0.95,0.170934,0.276149,NA,NA,NA,NA,NA,NA,NA
"theta[161]",0.128661613472727,0.125712,0.121713369155943,11000,0.95,0.0638793,0.198771,NA,NA,NA,NA,NA,NA,NA
"theta[162]",0.277976683818182,0.277332,0.27648797999617,11000,0.95,0.236838,0.318591,NA,NA,NA,NA,NA,NA,NA
"theta[163]",0.128548977645455,0.125791,0.117145531109555,11000,0.95,0.061011,0.197249,NA,NA,NA,NA,NA,NA,NA
"theta[164]",0.243442052727273,0.24316,0.238689401542427,11000,0.95,0.189319,0.299317,NA,NA,NA,NA,NA,NA,NA
"theta[165]",0.128721125863636,0.126289,0.123575132514282,11000,0.95,0.0606874,0.194188,NA,NA,NA,NA,NA,NA,NA
"theta[166]",0.218691213818182,0.218447,0.218248167469213,11000,0.95,0.176569,0.263062,NA,NA,NA,NA,NA,NA,NA
"theta[167]",0.126084633663636,0.123751,0.120974091436736,11210.7,0.95,0.0644202,0.190866,NA,NA,NA,NA,NA,NA,NA
"theta[168]",0.216131757545455,0.2159405,0.214002371359529,10482.7,0.95,0.166283,0.263729,NA,NA,NA,NA,NA,NA,NA
"theta[169]",0.136548373718182,0.1335935,0.130920882930322,11000,0.95,0.0708321,0.211489,NA,NA,NA,NA,NA,NA,NA
"theta[170]",0.128705598327273,0.126096,0.122591819179678,10629.4,0.95,0.0614948,0.197375,NA,NA,NA,NA,NA,NA,NA
"theta[171]",0.120346253609091,0.118393,0.11674061757834,11000,0.95,0.0587092,0.180964,NA,NA,NA,NA,NA,NA,NA
"theta[172]",0.125065483863636,0.123178,0.122489191512561,11000,0.95,0.0622135,0.193878,NA,NA,NA,NA,NA,NA,NA
"theta[173]",0.128708830445455,0.126658,0.126678764217959,11000,0.95,0.0606864,0.197271,NA,NA,NA,NA,NA,NA,NA
"theta[174]",0.276206625909091,0.2757515,0.274141920184196,11000,0.95,0.243008,0.305732,NA,NA,NA,NA,NA,NA,NA
"theta[175]",0.232680155090909,0.2319145,0.229381483133918,11000,0.95,0.170849,0.294402,NA,NA,NA,NA,NA,NA,NA
"theta[176]",0.216554461636364,0.2166435,0.216056991037132,11000,0.95,0.167673,0.267293,NA,NA,NA,NA,NA,NA,NA
"theta[177]",0.251154177181818,0.250641,0.246752801767103,11000,0.95,0.201261,0.303961,NA,NA,NA,NA,NA,NA,NA
"theta[178]",0.271564976090909,0.271345,0.273756041646132,11058.6,0.95,0.227379,0.320152,NA,NA,NA,NA,NA,NA,NA
"theta[179]",0.124860006163636,0.1228915,0.116860550062873,11000,0.95,0.0697869,0.185163,NA,NA,NA,NA,NA,NA,NA
"theta[180]",0.128596922645455,0.12649,0.123321172434744,11000,0.95,0.0639646,0.198772,NA,NA,NA,NA,NA,NA,NA
"theta[181]",0.249847351090909,0.248779,0.247602377347605,10833.1,0.95,0.196385,0.306663,NA,NA,NA,NA,NA,NA,NA
"theta[182]",0.122347826336364,0.1208695,0.119930906324739,10074.8,0.95,0.0706952,0.179043,NA,NA,NA,NA,NA,NA,NA
"theta[183]",0.239261067181818,0.2389465,0.238048260008585,11000,0.95,0.184916,0.293903,NA,NA,NA,NA,NA,NA,NA
"theta[184]",0.232374442363636,0.232675,0.234667554414733,11000,0.95,0.181913,0.281558,NA,NA,NA,NA,NA,NA,NA
"theta[185]",0.257285670727273,0.2568955,0.25562451622401,11426,0.95,0.207355,0.305893,NA,NA,NA,NA,NA,NA,NA
"theta[186]",0.247293420181818,0.2469335,0.245620033487317,11190.7,0.95,0.218748,0.27864,NA,NA,NA,NA,NA,NA,NA
"theta[187]",0.289180324090909,0.2885215,0.287050898674835,11000,0.95,0.256256,0.324938,NA,NA,NA,NA,NA,NA,NA
